,tweet_norm_case_labelling,score_tweet_labelling,sentiment,sentiment_score,tweet,date,username,tweet_case_norm,tweet_text_prepocessing_stem,tweet_text_prepocessing_nostem,sentiment_predict
64,setujusaya juga merasakan hal yang sama kecepatan sering turun tidak sesuai paket,5,positive,1,"@RickyCho8 @IndiHomeCare @IndiHome setuju,saya jg merasakan hal yg sama. speed
 sering dropp tidak sesuai paket",2023-06-14 09:12:20+00:00,iswahyudi2402,setujusaya juga merasakan hal yang sama kecepatan sering turun tidak sesuai paket,setujusaya rasa cepat turun sesuai paket,setujusaya merasakan kecepatan turun sesuai paket,1
65,ini sampai lebaran haji cuma di bilang alamat tidak sesuai tidak dikasih solusi selain restart paling ditanya kapan jam menit terakhir gangguan hadeeh yang benar saja kamu,-17,negative,0,"@IndiHomeCare @IndiHome ini sampe lebaran haji cuma di bilang alamat ga sesuai ga dikasih solusi selain restart, paling ditanya kpn jam menit terakhir gangguan hadeeh yg bener aja lu",2023-06-14 09:10:03+00:00,esbatukotak,ini sampai lebaran haji cuma di bilang alamat tidak sesuai tidak dikasih solusi selain restart paling ditanya kapan jam menit terakhir gangguan hadeeh yang benar saja kamu,lebaran haji bilang alamat sesuai kasih solusi restart jam menit ganggu hadeeh,lebaran haji bilang alamat sesuai dikasih solusi restart jam menit gangguan hadeeh,0
66,baru beberapa hari lalu complain ada teknisi ke rumah dan tuntas hari ini sudah gini lagi saja hehehe,4,positive,1,"Baru beberapa hari lalu complain, ada teknisi ke rumah dan tuntas. Hari ini udah gini lagi aja hehehe @IndiHome @IndiHomeCare https://t.co/r2u52kfDo8",2023-06-14 09:09:45+00:00,egikuncen,baru beberapa hari lalu complain ada teknisi ke rumah dan tuntas hari ini sudah gini lagi saja hehehe,complain teknisi rumah tuntas gin hehehe,complain teknisi rumah tuntas gini hehehe,0
67,admin internet aku mati daritadi siang semenjak mati lampu dan sampai sekarang belum bisa idupppp bkenapaimana yaaaaa aku harus sedang apa ,-3,negative,0,"minn @IndiHome @IndiHomeCare wifi aku mati daritadi siang (semenjak mati lampu) dan sampe sekarang belum bisa idupppp, gimana yaaaaa??? aku harus ngapain??? tq",2023-06-14 08:52:27+00:00,PrinceBerkuda,admin internet aku mati daritadi siang semenjak mati lampu dan sampai sekarang belum bisa idupppp bkenapaimana yaaaaa aku harus sedang apa ,admin internet mati daritadi siang semenjak mati lampu idupppp yaaaaa ,admin internet mati daritadi siang semenjak mati lampu idupppp yaaaaa ,0
68,woyyy signalnyaaaa jelek banget astkenapa tagihan naik terus dari rb sekarang jadi auk apa yang diupgrade nanti saya mati juga ini,-22,negative,0,"@IndiHome Woyyy signalnyaaaa bapuk banget astaga. Tagihan naik terus, dari 200rb skrg jadi 500. Auk apa yg diupgrade😑 ntar gue putus juga nih",2023-06-14 08:44:05+00:00,_Leafde,woyyy signalnyaaaa jelek banget astkenapa tagihan naik terus dari rb sekarang jadi auk apa yang diupgrade nanti saya mati juga ini,woyyy signalnyaaaa jelek banget astkenapa tagih rb auk diupgrade mati,woyyy signalnyaaaa jelek banget astkenapa tagihan rb auk diupgrade mati,0
69,admin bkenapaimana kalau modemnya sudah di ambil tapi tetep dapat surat tunggakan bayar yaa kan sudah tidak pakai internetnya admin kenapa tetel disuruh bayar,-19,negative,0,"@IndiHomeCare @IndiHome min gimana kalo modemnya udah di ambil tapi tetep dapet surat tunggakan bayar yaa?? kan udah ga pake wifinya min, kenapa tetel disuruh bayar!?!??",2023-06-14 08:35:41+00:00,nunnajaeyun,admin bkenapaimana kalau modemnya sudah di ambil tapi tetep dapat surat tunggakan bayar yaa kan sudah tidak pakai internetnya admin kenapa tetel disuruh bayar,admin modem ambil tetep surat tunggak bayar pakai internetnya admin tetel suruh bayar,admin modemnya ambil tetep surat tunggakan bayar pakai internetnya admin tetel disuruh bayar,0
70,saat saat galau dan lelah lambat sekali responnya tapi saat aku lelah dan galau membayar cepat sekali respon mereka pliss deh,2,positive,1,"Saat - saat @IndiHome galau dan lelah... Lambat sekali responnya. Tapi saat aku lelah dan galau membayar, cepat sekali respon mereka. Pliss deh.😁.@infomalang  @e100ss @radar_malang @TelkomCare @TelkomIndonesia",2023-06-14 08:07:37+00:00,FitriYa8756578,saat saat galau dan lelah lambat sekali responnya tapi saat aku lelah dan galau membayar cepat sekali respon mereka pliss deh,galau lelah lambat responnya lelah galau bayar cepat respon pliss,galau lelah lambat responnya lelah galau membayar cepat respon pliss,1
71,awal bulan cepat kali ko ngingati bayar tagihan sinyal kamu gk ko naekkan kualitasnya cemana ini tlg lah jangan mau cepat dibayar saja kalau kualitasnya kekgini bos,13,positive,1,"Awal bulan cepat kali ko ngingati bayar tagihan, sinyal kau gk ko naekkan kualitasnya. Cemana ini? @IndiHome tlg la jgn mo cpt dibayar aja klo kualitasnya kekgini bos",2023-06-14 08:06:56+00:00,leslaiii3,awal bulan cepat kali ko ngingati bayar tagihan sinyal kamu gk ko naekkan kualitasnya cemana ini tlg lah jangan mau cepat dibayar saja kalau kualitasnya kekgini bos,cepat kali ko ngingati bayar tagih sinyal gk ko naekkan kualitas cemana tlg cepat bayar kualitas kekgini bos,cepat kali ko ngingati bayar tagihan sinyal gk ko naekkan kualitasnya cemana tlg cepat dibayar kualitasnya kekgini bos,1
72,alhamdulillah layanan kembali normal terima kasih yang selalu siaga dan cepat tanggap,15,positive,1,"Alhamdulillah layanan @IndiHome kembali normal , terima kasih @IndiHomeCare yang selalu siaga dan cepat tanggap #pastiberes",2023-06-14 08:06:17+00:00,AndiOda68941289,alhamdulillah layanan kembali normal terima kasih yang selalu siaga dan cepat tanggap,alhamdulillah layan normal terima kasih siaga cepat tanggap,alhamdulillah layanan normal terima kasih siaga cepat tanggap,1
73,mantab indihome walau sering lost conection jaringannya tapi sangat cekatan dan penanganannya cepat internet saya sudah oke kembali sekarang saya mau kembali ospek online,0,positive,1,"Mantab indihome walau sering lost conection jaringannya tapi sangat cekatan dan penanganannya cepat, internet saya sudah oke kembali, skrg saya mau kembali ospek online @IndiHome",2023-06-14 08:05:03+00:00,Yasmin160118,mantab indihome walau sering lost conection jaringannya tapi sangat cekatan dan penanganannya cepat internet saya sudah oke kembali sekarang saya mau kembali ospek online,mantab indihome lost conection jaring cekat tangan cepat internet oke ospek online,mantab indihome lost conection jaringannya cekatan penanganannya cepat internet oke ospek online,1
74,tolong hubungi pelanggan dengan cara lain selain telepon nomor langsung kan ada email dan lain lain ini saya udah di telepon dari tanggal smpai sekarang oleh bbrapa nomor berbeda kondisi lagi ada kerjaan atau tengah main game di telepon tiba tiba terus oleh nomor berbeda mengganggu banget asli,-13,negative,0,"Tolong @IndiHome
Hubungi pelanggan dgn cara lain selain tlpn nomor lsg, kan ada email dll? 
Ini saya udh di tlpn dri tgl 9 smpai skrg 14, oleh bbrapa nomor berbeda

Kondisi lagi ada kerjaan atau tengah main game di tlpn tiba tiba trs oleh nomor berbeda

Mengganggu banget asli.",2023-06-14 07:45:46+00:00,mrnotkamurbae,tolong hubungi pelanggan dengan cara lain selain telepon nomor langsung kan ada email dan lain lain ini saya udah di telepon dari tanggal smpai sekarang oleh bbrapa nomor berbeda kondisi lagi ada kerjaan atau tengah main game di telepon tiba tiba terus oleh nomor berbeda mengganggu banget asli,tolong hubung langgan telepon nomor langsung email udah telepon tanggal smpai bbrapa nomor beda kondisi kerja main game telepon nomor beda ganggu banget asli,tolong hubungi pelanggan telepon nomor langsung email udah telepon tanggal smpai bbrapa nomor berbeda kondisi kerjaan main game telepon nomor berbeda mengganggu banget asli,0
75,mau cerita pengalamanku selama tahun lebih penguna awalnya aku mengalami kendala tetapi teknisi secara cepat dan sigap membantuku bahkan sampai beberapa kali check berkala dan sangat memuaskan,7,positive,1,"mau cerita pengalamanku selama 3tahun lebih penguna @IndiHome 🤍
awalnya aku mengalami kendala tetapi teknisi @IndiHomeCare secara cepat dan sigap membantuku bahkan sampe beberapa kali check berkala dan sangat memuaskan👍🏼",2023-06-14 05:40:12+00:00,sagitamania123,mau cerita pengalamanku selama tahun lebih penguna awalnya aku mengalami kendala tetapi teknisi secara cepat dan sigap membantuku bahkan sampai beberapa kali check berkala dan sangat memuaskan,cerita alam penguna alami kendala teknisi cepat sigap bantu kali check kala muas,cerita pengalamanku penguna mengalami kendala teknisi cepat sigap membantuku kali check berkala memuaskan,0
76,yess tidak perlu cari internet kelurahan lagi buat dapat koneksi internet yang cepat dan lancar pasang sendiri indihome di rumah,-4,negative,0,"Yess, ga perlu cari Wi-Fi kelurahan lagi buat dapat koneksi internet yang cepat dan lancar. Pasang sendiri IndiHome di rumah 😁😁

@indihome  #KecepatanBaruIndiHome",2023-06-14 05:28:14+00:00,Blackterrible,yess tidak perlu cari internet kelurahan lagi buat dapat koneksi internet yang cepat dan lancar pasang sendiri indihome di rumah,yess cari internet lurah koneksi internet cepat lancar pasang indihome rumah,yess cari internet kelurahan koneksi internet cepat lancar pasang indihome rumah,1
77,halo admin ini indihome di rumah saya sudah dari kemarin tidak bisa padahal tadi juga sudah dibayar di alat internetnya itu muncul warna merah nyala itu kenapa iya,-7,negative,0,@IndiHome @IndiHomeCare halo min ini indihome di rumah saya udah dari kmrn gak bisa padahal tadi juga udah dibayar. di alat wifinya itu muncul warna merah nyala2 itu knp ya,2023-06-14 05:24:00+00:00,loveforsoon,halo admin ini indihome di rumah saya sudah dari kemarin tidak bisa padahal tadi juga sudah dibayar di alat internetnya itu muncul warna merah nyala itu kenapa iya,halo admin indihome rumah kemarin bayar alat internetnya muncul warna merah nyala,halo admin indihome rumah kemarin dibayar alat internetnya muncul warna merah nyala,0
78,memangnya ada apa yakak sama teknisi baru saja aku chatan,-3,negative,0,@IndiHomeCare @IndiHome Emangnya ada apa yakak sama teknisi. Baru aja aku chatan,2023-06-14 05:17:53+00:00,katrinakaifpict,memangnya ada apa yakak sama teknisi baru saja aku chatan,memang yakak teknisi chatan,memangnya yakak teknisi chatan,0
79,admin kalau tiba tiba ada teknisi ke kos buat benerin router terus tiba tiba orgnya gakda sm routernya gakda itu penipuan apa gmnasiiiii plis jwab ini pnting banget,-3,negative,0,"@IndiHomeCare min kalo tbtb ada teknisi ke kos buat benerin router, trs tbtb  orgnya gakda sm routernya gakda tu penipuan apa gmnasiiiii? plis jwab ni pnting bgt @IndiHomeCare @IndiHome @indihomemalang",2023-06-14 04:03:25+00:00,1nd0mi3,admin kalau tiba tiba ada teknisi ke kos buat benerin router terus tiba tiba orgnya gakda sm routernya gakda itu penipuan apa gmnasiiiii plis jwab ini pnting banget,admin teknisi kos benerin router orgnya gakda sm routernya gakda tipu gmnasiiiii plis jwab pnting banget,admin teknisi kos benerin router orgnya gakda sm routernya gakda penipuan gmnasiiiii plis jwab pnting banget,0
80,langganan internet buat rumah tapi anehnya yang satu super cepat sampai satunya sebaliknya super lambat smpe tidak bisa dipake apa,-3,negative,0,"Langganan wifi @IndiHome buat 2 rumah, tp anehnya yg satu super cepet &amp; satunya sebaliknya super lemot smpe ga bisa dipake apa2 @IndiHomeCare https://t.co/FfGn99JsqZ",2023-06-14 03:53:46+00:00,esbatukotak,langganan internet buat rumah tapi anehnya yang satu super cepat sampai satunya sebaliknya super lambat smpe tidak bisa dipake apa,langgan internet rumah aneh super cepat satu super lambat smpe dipake,langganan internet rumah anehnya super cepat satunya super lambat smpe dipake,0
81,caranya bkenapaimana admin modem saya kadanga mati sendiri tombol powernya seret soanya huawei tipe lama,-11,negative,0,"@IndiHomeCare @IndiHome caranya gimana min, modem saya kadanga mati2 sendiri. tombol powernya seret soanya huawei tipe lama",2023-06-14 03:46:29+00:00,andy_suwito,caranya bkenapaimana admin modem saya kadanga mati sendiri tombol powernya seret soanya huawei tipe lama,admin modem kadanga mati tombol powernya seret soanya huawei tipe,admin modem kadanga mati tombol powernya seret soanya huawei tipe,1
82,halo saya mau berhenti berlangganan indihome apakah harus ke plasa telekomunikasi atau bisa dibantu secara online terimakasih,6,positive,1,"halo @IndiHomeCare
@IndiHome saya mau berhenti berlangganan Indihome, apakah harus ke Plasa Telkom atau bisa dibantu secara online? Terimakasih",2023-06-14 03:40:40+00:00,cheezywhipx,halo saya mau berhenti berlangganan indihome apakah harus ke plasa telekomunikasi atau bisa dibantu secara online terimakasih,halo henti langgan indihome plasa telekomunikasi bantu online terimakasih,halo berhenti berlangganan indihome plasa telekomunikasi dibantu online terimakasih,1
83,ganti gih di rumah saya terlalu banyak gangguan mungkin alatnya sudah uzur,-3,negative,0,"@IndiHomeCare @IndiHome Ganti gih, di rumah sy terlalu banyak gangguan. Mungkin alatnya sdh uzur",2023-06-14 03:18:21+00:00,Unique_Card,ganti gih di rumah saya terlalu banyak gangguan mungkin alatnya sudah uzur,ganti rumah ganggu alat uzur,ganti rumah gangguan alatnya uzur,0
84,penggantian perangkat pada layanan indihome itu gratis iya sobat demi menjikaenapa kenyamanan dan keamanan kamu gunakan sumber informasi yang valid seperti pastikan kamu tidak pernah melakukan transaksi apa pun dengan teknisi,-8,negative,0,"Penggantian perangkat pada layanan IndiHome itu gratis ya, Sobat. 

Demi menjaga kenyamanan dan keamanan Kamu, gunakan sumber informasi yang valid seperti @IndiHome

Pastikan Kamu tidak pernah melakukan transaksi apa pun dengan teknisi😉
#AktivitasTanpaBatas
#InternetnyaIndonesia https://t.co/6S9zH5bKyD",2023-06-14 03:04:15+00:00,telkom_aceh,penggantian perangkat pada layanan indihome itu gratis iya sobat demi menjikaenapa kenyamanan dan keamanan kamu gunakan sumber informasi yang valid seperti pastikan kamu tidak pernah melakukan transaksi apa pun dengan teknisi,ganti perangkat layan indihome gratis sobat jikaenapa nyaman aman sumber informasi valid pasti transaksi teknisi,penggantian perangkat layanan indihome gratis sobat menjikaenapa kenyamanan keamanan sumber informasi valid pastikan transaksi teknisi,0
85, indihome dari pagi sampai sekarang saya bisa menikmati jaringan internet yang super cepat alias lambat minta ampun lah saya seperti kalian ini w,-19,negative,0,Terima kasih indihome dari pagi sampe sekarang saya bisa menikmati jaringan internet yang super cepat alias LELET MINTA AMPUN LAH SAYA KEK KALIAN NE W @IndiHome @TelkomCare,2023-06-14 02:55:00+00:00,Curren43924228, indihome dari pagi sampai sekarang saya bisa menikmati jaringan internet yang super cepat alias lambat minta ampun lah saya seperti kalian ini w, indihome pagi nikmat jaring internet super cepat alias lambat ampun w, indihome pagi menikmati jaringan internet super cepat alias lambat ampun w,0
86,kadang kamu cepat kadang kamu lambat kadang ingin kupukul bapak kamu karena tidak stabil melulu,1,positive,1,"kadang kamu cepat, kadang kamu lambat, kadang ingin kupukul bapak kau karena gak stabil mulu @IndiHome",2023-06-14 02:54:49+00:00,bangcad_doank19,kadang kamu cepat kadang kamu lambat kadang ingin kupukul bapak kamu karena tidak stabil melulu,kadang cepat kadang lambat kadang pukul stabil melulu,kadang cepat kadang lambat kadang kupukul stabil melulu,0
87,pagi kakak saya ingin menanyakan tentang perpindahan alamat indihom dengan tidak id dan pengajuan sudah di kirim lewat imel kira kira secepatnya kapan untuk di proses,-7,negative,0,"@IndiHome @Vanessandra Pagi ka
Saya ingin menanyakan tentang perpindahan alamat indihom dengan no id 121204235828
Dan pengajuan sudah di kirim lewat Imel. Kira kira secepatnya kapan untuk di proses",2023-06-14 02:42:49+00:00,AminUdi94641493,pagi kakak saya ingin menanyakan tentang perpindahan alamat indihom dengan tidak id dan pengajuan sudah di kirim lewat imel kira kira secepatnya kapan untuk di proses,pagi kakak pindah alamat indihom id aju kirim imel cepat proses,pagi kakak perpindahan alamat indihom id pengajuan kirim imel secepatnya proses,0
88,saya benarbenar kecewa dengan koneksi internetnya sangat lambat sulit untuk melakukan aktivitas online dengan lancar,-10,negative,0,"Saya benar-benar kecewa dengan @indihome. Koneksi internetnya sangat lambat, sulit untuk melakukan aktivitas online dengan lancar",2023-06-14 02:24:55+00:00,LB_Ranggi,saya benarbenar kecewa dengan koneksi internetnya sangat lambat sulit untuk melakukan aktivitas online dengan lancar,benarbenar kecewa koneksi internetnya lambat sulit aktivitas online lancar,benarbenar kecewa koneksi internetnya lambat sulit aktivitas online lancar,0
89,bagian ganguan jaringan minta maaf bagian saya terlambat bayar minta denda bisa tidak sih kalau saya terlambat bayar di ganti sama maaf saja bukan denda,-23,negative,0,"Bagian @IndiHomeCare @IndiHome ganguan jaringan minta maaf, bagian gue telat bayar minta denda, bisa gak sih kalau gue telat bayar di ganti sama maaf aja bukan denda. https://t.co/yHHTqdhjQh",2023-06-14 02:24:23+00:00,suchong_24,bagian ganguan jaringan minta maaf bagian saya terlambat bayar minta denda bisa tidak sih kalau saya terlambat bayar di ganti sama maaf saja bukan denda,ganguan jaring maaf lambat bayar denda lambat bayar ganti maaf denda,ganguan jaringan maaf terlambat bayar denda terlambat bayar ganti maaf denda,0
